427;Corte;0;0.000108553
429;Embalar Y Pegar Etiqueta;0;8.55E-05
445;Tiempo De Alistamiento Del Carro;0;0.13333
445;Controlar Parametros Del Equipo;0;0.5
445;Embalar Producto Esteril;0;0.13333
445;Tiempo De Alistamiento Del Equipo;0;0.0833325
446;Pegar Etiqueta;0;0.00166
446;Pegar Cinta;0;0.01444
446;Doblar;0;0.01
446;Envolver Campo;0;0.01027
446;Sellar Paquetes;0;0.00166
454;Armar Almohadilla * 10 Absorbentes;0;0.01
454;Filetear Almohadilla * 10 Absorbentes;0;0.00666
456;Resortar Sabana;0;0.005
456;Pulir,Doblar Y Empacar Sabana;0;0.01111
459;Alistamiento Y Montaje De Rollo;0;1.56E-05
459;Empacar Gorro Calidad;0;0.000833333
460;Alistamiento Y Montaje De Rollo;0;1.56E-05
460;Empacar Gorro Calidad;0;0.000833333
461;Hacer Frontal Para Tapaboca;0;0.000193573
466;Alistamiento;0;8.85E-05
466;Extendido;0;0.000382813
466;Trazado;0;8.33E-05
466;Corte;0;0.000226563
469;Doblar,Empacar,Sellar;0;0.01999
472;Alistamiento;0;7.72E-05
472;Extendido;0;0.000300926
472;Trazado;0;6.94E-05
472;Corte Y Recogido;0;0.000216049
473;Alistamiento;0;7.72E-05
473;Extendido;0;0.000300926
473;Trazado;0;6.94E-05
473;Corte Y Recogido;0;0.000216049
485;Alistamiento;0;4.75E-05
485;Extendido;0;0.000185185
485;Trazado;0;3.47E-05
485;Corte Y Recogido;0;0.000109954
488;Pegar Tiras Por Ultrasonido;0;0.00694
488;Pegar Y  Cerrar Mangas;0;0.01583
488;Pegar Pu?Os;0;0.00888
488;Sesgar Cuello Con Marguilla;0;0.00611
488;Pulir,Doblar,Empacar,Sellar;0;0.01944
489;Alistamiento;0;1.65E-05
489;Extendido;0;6.45E-05
489;Trazado;0;3.97E-05
489;Corte;0;5.95E-05
490;Alistamiento;0;0.000256942
490;Extendido;0;0.000993054
490;Trazado;0;0.000215275
490;Corte;0;0.000590275
492;Alistamiento;0;5.17E-06
492;Extendido;0;2.02E-05
492;Trazado;0;1.03E-05
492;Corte Y Recogido;0;1.71E-05
493;Alistamiento;0;0.000049603
493;Extendido;0;0.000193452
493;Trazado;0;5.85E-05
493;Corte Y Recogido;0;0.000161706
494;Alistamiento;0;0.000027006
494;Extendido;0;0.000107253
494;Trazado;0;3.32E-05
494;Corte;0;6.02E-05
495;Alistamiento;0;1.41E-05
495;Extendido;0;5.49E-05
495;Trazado;0;2.08E-05
495;Corte;0;3.46E-05
496;Alistamiento;0;2.24E-05
496;Extendido;0;0.000187169
496;Trazado;0;2.35E-05
496;Corte Y Recogido;0;7.77E-05
497;Pegar Tiras Con Silicona;0;0.00333
497;Cerrar Hombros Bata;0;0.005
497;Sesgar Cuello Con Marquilla;0;0.00361
497;Pulir Y Doblar;0;0.0125
498;Alistamiento;0;4.17E-05
498;Extendido;0;0.00025
498;Trazado;0;7.29E-05
498;Corte;0;0.000208333
499;Alistamiento;0;9.80E-05
499;Extendido;0;0.000588235
499;Trazado;0;0.000122547
499;Corte;0;0.000392156
503;Alistamiento;0;0.000007716
503;Extendido;0;3.01E-05
503;Trazado;0;2.08E-05
503;Corte;0;4.17E-05
508;Alistamiento;0;1.38E-05
508;Extendido;0;5.34E-05
508;Trazado;0;1.34E-05
508;Corte;0;4.17E-05
509;Alistamiento;0;2.24E-05
509;Extendido;0;8.74E-05
509;Trazado;0;0.000017921
509;Corte;0;4.26E-05
510;Alistamiento Y Montaje De Rollo;0;0.0000614
510;Empacar Polaina Calidad;0;0.0025
511;Alistamiento;0;3.02E-05
511;Extendido;0;0.000117754
511;Trazado;0;2.11E-05
511;Corte;0;0.000048913
513;Alistamiento;0;5.48E-05
513;Extendido;0;0.000213816
513;Trazado;0;2.74E-05
513;Corte;0;8.88E-05
519;Alistamiento;0;0.000347221
519;Extendido;0;0.000902775
519;Trazado;0;0.000104167
519;Corte Y Recogido;0;0.000590275
521;Alistamiento;0;0.000166666
521;Extendido;0;0.00065
521;Trazado;0;0.000056666
521;Corte;0;0.000316666
522;Pegar Etiqueta;0;0.00166
522;Armar Contenido;0;0.00694
522;Envolver Y Empacar;0;0.01666
522;Sellar Kit;0;0.00472
523;Alistamiento;0;0.000208332
523;Extendido;0;0.000815475
523;Trazado;0;8.93E-05
523;Corte;0;0.000357143
524;Alistamiento;0;0.000595236
524;Extendido;0;0.001547614
524;Trazado;0;0.000178571
524;Corte;0;0.000833329
525;Alistamiento;0;0.000297618
525;Extendido;0;0.001160714
525;Trazado;0;7.14E-05
525;Corte;0;0.000446429
527;Alistamiento;0;0.0003
527;Extendido;0;0.00115833
527;Trazado;0;0.000141665
527;Corte;0;0.000666665
528;Alistamiento;0;0.000694442
528;Extendido;0;0.00180555
528;Trazado;0;0.00018055
528;Corte;0;0.00118055
529;Alistamiento;0;0.000347221
529;Extendido;0;0.001354167
529;Trazado;0;6.94E-05
529;Corte;0;0.000416667
530;Alistamiento;0;0.000694442
530;Extendido;0;0.00180555
530;Trazado;0;0.00018055
530;Corte;0;0.00118055
531;Alistamiento;0;0.000416665
531;Extendido;0;0.001625
531;Trazado;0;0.00008333
531;Corte;0;0.000625
532;Posicionar Absorbente,Doblar Y Empacar;0;0.025
533;Alistamiento;0;0.000512819
533;Extendido;0;0.000833331
533;Trazado;0;9.62E-05
533;Corte Y Recogido;0;0.000384615
534;Alistamiento;0;0.000833331
534;Extendido;0;0.001354163
534;Trazado;0;0.00015625
534;Corte Y Recogido;0;0.000520831
535;Alistamiento;0;0.000246913
535;Extendido;0;0.000401233
535;Trazado;0;7.72E-05
535;Corte Y Recogido;0;0.000231482
536;Alistamiento;0;3.59E-05
536;Extendido;0;9.34E-05
536;Trazado;0;4.89E-05
536;Corte Y Recogido;0;0.000100575
538;Alistamiento;0;3.73E-05
538;Extendido;0;0.000161184
538;Trazado;0;2.74E-05
538;Corte;0;0.000108553
540;Alistamiento;0;0.000595236
540;Extendido;0;0.001547614
540;Trazado;0;0.000119043
540;Corte;0;0.000833329
544;Alistamiento;0;8.33E-05
544;Extendido;0;0.000330555
544;Trazado;0;0.000055555
544;Corte;0;0.000194443
545;Alistamiento;0;0.000067204
545;Extendido;0;0.000262097
545;Trazado;0;2.69E-05
545;Corte;0;0.000114247
547;Alistamiento;0;0.000462961
547;Extendido;0;0.0012037
547;Trazado;0;9.26E-05
547;Corte;0;0.000555556
556;Alistamiento;0;0.000099206
556;Extendido;0;0.000386905
556;Trazado;0;4.96E-05
556;Corte;0;0.000178571
560;Alistamiento;0;2.65E-05
560;Extendido;0;0.000103175
560;Trazado;0;0.000116402
560;Corte Y Recogido;0;0.00015873
562;Alistamiento;0;0.00011574
562;Extendido;0;0.000451389
562;Trazado;0;4.63E-05
562;Corte Y Recogido;0;0.000208333
563;Tiempo De Alistamiento Del Carro;0;0.05
563;Controlar Parametros Del Equipo;0;0.75
563;Embalar Producto Esteril;0;0.05
